team_name,main_league,main_league_common_id,country,team_name_website,website,team_common_id
eindhoven fc,Eerste Divisie,358,Netherlands,fc eindhoven,PaddyPower,331
helmond,Eerste Divisie,358,Netherlands,helmond sport,PaddyPower,332
jong ajax,Eerste Divisie,358,Netherlands,jong ajax amsterdam,PaddyPower,333
jong psv,Eerste Divisie,358,Netherlands,jong psv eindhoven,PaddyPower,334
jong utrecht,Eerste Divisie,358,Netherlands,jong fc utrecht,PaddyPower,335
den bosch,Eerste Divisie,358,Netherlands,den bosch,PaddyPower,336
oss,Eerste Divisie,358,Netherlands,fc oss,PaddyPower,337
telstar,Eerste Divisie,358,Netherlands,sc telstar,PaddyPower,338
benfica,Liga Portugal,365,Portugal,benfica,PaddyPower,339
sporting cp,Liga Portugal,365,Portugal,sporting lisbon,PaddyPower,340
fc porto,Liga Portugal,365,Portugal,porto,PaddyPower,341
braga,Liga Portugal,365,Portugal,braga,PaddyPower,342
vitoria guimaraes,Liga Portugal,365,Portugal,guimaraes,PaddyPower,343
moreirense,Liga Portugal,365,Portugal,moreirense,PaddyPower,344
sc farense,Liga Portugal,365,Portugal,farense,PaddyPower,345
arouca,Liga Portugal,365,Portugal,arouca,PaddyPower,346
famalicao,Liga Portugal,365,Portugal,famalicao,PaddyPower,347
gil vicente,Liga Portugal,365,Portugal,gil vicente,PaddyPower,348
boavista,Liga Portugal,365,Portugal,boavista,PaddyPower,349
portimonense,Liga Portugal,365,Portugal,portimonense,PaddyPower,350
estoril,Liga Portugal,365,Portugal,estoril praia,PaddyPower,351
casa pia,Liga Portugal,365,Portugal,casa pia,PaddyPower,352
rio ave,Liga Portugal,365,Portugal,rio ave,PaddyPower,353
estrela,Liga Portugal,365,Portugal,club football estrela,PaddyPower,354
chaves,Liga Portugal,365,Portugal,chaves,PaddyPower,355
vizela,Liga Portugal,365,Portugal,vizela,PaddyPower,356
real madrid,La Liga,383,Spain,real madrid,PaddyPower,382
girona,La Liga,383,Spain,girona,PaddyPower,383
barcelona,La Liga,383,Spain,barcelona,PaddyPower,384
atletico madrid,La Liga,383,Spain,atletico madrid,PaddyPower,385
athletic bilbao,La Liga,383,Spain,athletic bilbao,PaddyPower,386
real sociedad,La Liga,383,Spain,real sociedad,PaddyPower,387
valencia,La Liga,383,Spain,valencia,PaddyPower,388
betis,La Liga,383,Spain,betis,PaddyPower,389
las palmas,La Liga,383,Spain,las palmas,PaddyPower,390
getafe,La Liga,383,Spain,getafe,PaddyPower,391
alaves,La Liga,383,Spain,alaves,PaddyPower,392
osasuna,La Liga,383,Spain,osasuna,PaddyPower,393
rayo vallecano,La Liga,383,Spain,rayo vallecano,PaddyPower,394
villarreal,La Liga,383,Spain,villarreal,PaddyPower,395
sevilla,La Liga,383,Spain,sevilla,PaddyPower,396
celta vigo,La Liga,383,Spain,celta vigo,PaddyPower,397
mallorca,La Liga,383,Spain,mallorca,PaddyPower,398
cadiz cf,La Liga,383,Spain,cadiz,PaddyPower,399
granada cf,La Liga,383,Spain,granada,PaddyPower,400
almeria,La Liga,383,Spain,almeria,PaddyPower,401
leganes,La Liga 2,384,Spain,leganes,PaddyPower,402
eibar,La Liga 2,384,Spain,eibar,PaddyPower,403
ferrol,La Liga 2,384,Spain,racing de ferrol,PaddyPower,404
espanyol,La Liga 2,384,Spain,espanyol,PaddyPower,405
valladolid,La Liga 2,384,Spain,valladolid,PaddyPower,406
elche,La Liga 2,384,Spain,elche,PaddyPower,407
gijon,La Liga 2,384,Spain,sporting gijon,PaddyPower,408
real oviedo,La Liga 2,384,Spain,oviedo,PaddyPower,409
levante,La Liga 2,384,Spain,levante,PaddyPower,410
zaragoza,La Liga 2,384,Spain,zaragoza,PaddyPower,411
racing santander,La Liga 2,384,Spain,racing santander,PaddyPower,412
burgos cf,La Liga 2,384,Spain,burgos,PaddyPower,413
eldense,La Liga 2,384,Spain,eldense,PaddyPower,414
mirandes,La Liga 2,384,Spain,mirandes,PaddyPower,415
tenerife,La Liga 2,384,Spain,tenerife,PaddyPower,416
huesca,La Liga 2,384,Spain,huesca,PaddyPower,417
albacete,La Liga 2,384,Spain,albacete,PaddyPower,418
fc cartagena sad,La Liga 2,384,Spain,fc cartagena,PaddyPower,419
villarreal b,La Liga 2,384,Spain,villarreal b,PaddyPower,420
alcorcon,La Liga 2,384,Spain,alcorcon,PaddyPower,421
andorra,La Liga 2,384,Spain,andorra cf,PaddyPower,422
amorebieta,La Liga 2,384,Spain,amorebieta,PaddyPower,423
