team_name,main_league,main_league_common_id,country,team_name_website,website,team_common_id
pisa,Serie B,354,Italy,pisa,Pinnacle,253
sampdoria,Serie B,354,Italy,sampdoria,Pinnacle,254
bari,Serie B,354,Italy,bari,Pinnacle,255
ascoli,Serie B,354,Italy,ascoli,Pinnacle,256
ternana,Serie B,354,Italy,termana,Pinnacle,257
feralpisalo,Serie B,354,Italy,feralpisalo,Pinnacle,258
spezia,Serie B,354,Italy,spezia,Pinnacle,259
lecco,Serie B,354,Italy,lecco,Pinnacle,260
psv,Eredivisie,357,Netherlands,psv eindhoven,Pinnacle,301
feyenoord,Eredivisie,357,Netherlands,feyenoord,Pinnacle,302
twente,Eredivisie,357,Netherlands,fc twente enschede,Pinnacle,303
az alkmaar,Eredivisie,357,Netherlands,az alkmaar,Pinnacle,304
ajax,Eredivisie,357,Netherlands,ajax,Pinnacle,305
g.a. eagles,Eredivisie,357,Netherlands,go ahead eagles,Pinnacle,306
nijmegen,Eredivisie,357,Netherlands,nec nijmegen,Pinnacle,307
zwolle,Eredivisie,357,Netherlands,fc zwolle,Pinnacle,308
sparta rotterdam,Eredivisie,357,Netherlands,sparta rotterdam,Pinnacle,309
sittard,Eredivisie,357,Netherlands,fortuna sittard,Pinnacle,310
utrecht,Eredivisie,357,Netherlands,fc utrecht,Pinnacle,311
almere city,Eredivisie,357,Netherlands,almere city,Pinnacle,312
heerenveen,Eredivisie,357,Netherlands,heerenveen,Pinnacle,313
excelsior,Eredivisie,357,Netherlands,excelsior,Pinnacle,314
heracles,Eredivisie,357,Netherlands,heracles almelo,Pinnacle,315
waalwijk,Eredivisie,357,Netherlands,rkc waalwijk,Pinnacle,316
fc volendam,Eredivisie,357,Netherlands,volendam,Pinnacle,317
vitesse,Eredivisie,357,Netherlands,vitesse arnhem,Pinnacle,318
willem ii,Eerste Divisie,358,Netherlands,willem ii,Pinnacle,319
den haag,Eerste Divisie,358,Netherlands,ado den haag,Pinnacle,320
roda,Eerste Divisie,358,Netherlands,roda jc,Pinnacle,321
de graafschap,Eerste Divisie,358,Netherlands,de graafschap,Pinnacle,322
dordrecht,Eerste Divisie,358,Netherlands,dordrecht,Pinnacle,323
groningen,Eerste Divisie,358,Netherlands,groningen,Pinnacle,324
venlo,Eerste Divisie,358,Netherlands,vvv venlo,Pinnacle,325
cambuur,Eerste Divisie,358,Netherlands,cambuur leeuwaarden,Pinnacle,326
nac breda,Eerste Divisie,358,Netherlands,nac breda,Pinnacle,327
maastricht,Eerste Divisie,358,Netherlands,maastricht,Pinnacle,328
jong az,Eerste Divisie,358,Netherlands,jong az alkmaar,Pinnacle,329
fc emmen,Eerste Divisie,358,Netherlands,emmen,Pinnacle,330
eindhoven fc,Eerste Divisie,358,Netherlands,fc eindhoven,Pinnacle,331
helmond,Eerste Divisie,358,Netherlands,helmond sport,Pinnacle,332
jong ajax,Eerste Divisie,358,Netherlands,jong ajax,Pinnacle,333
jong psv,Eerste Divisie,358,Netherlands,jong psv,Pinnacle,334
jong utrecht,Eerste Divisie,358,Netherlands,jong fc utrecht,Pinnacle,335
den bosch,Eerste Divisie,358,Netherlands,den bosch,Pinnacle,336
oss,Eerste Divisie,358,Netherlands,top oss,Pinnacle,337
telstar,Eerste Divisie,358,Netherlands,telstar,Pinnacle,338
sporting cp,Liga Portugal,365,Portugal,sporting cp,Pinnacle,340
fc porto,Liga Portugal,365,Portugal,fc porto,Pinnacle,341
braga,Liga Portugal,365,Portugal,braga,Pinnacle,342
vitoria guimaraes,Liga Portugal,365,Portugal,vitoria guimaraes,Pinnacle,343
moreirense,Liga Portugal,365,Portugal,moreirense,Pinnacle,344
sc farense,Liga Portugal,365,Portugal,farense,Pinnacle,345
arouca,Liga Portugal,365,Portugal,arouca,Pinnacle,346
famalicao,Liga Portugal,365,Portugal,famalicao,Pinnacle,347
gil vicente,Liga Portugal,365,Portugal,gil vicente,Pinnacle,348
boavista,Liga Portugal,365,Portugal,boavista,Pinnacle,349
portimonense,Liga Portugal,365,Portugal,portimonense,Pinnacle,350
casa pia,Liga Portugal,365,Portugal,casa pia,Pinnacle,352
rio ave,Liga Portugal,365,Portugal,rio ave,Pinnacle,353
estrela,Liga Portugal,365,Portugal,estrela de amadora,Pinnacle,354
chaves,Liga Portugal,365,Portugal,chaves,Pinnacle,355
vizela,Liga Portugal,365,Portugal,vizela,Pinnacle,356
real madrid,La Liga,383,Spain,real madrid,Pinnacle,382
girona,La Liga,383,Spain,girona,Pinnacle,383
barcelona,La Liga,383,Spain,barcelona,Pinnacle,384
atletico madrid,La Liga,383,Spain,atletico madrid,Pinnacle,385
athletic bilbao,La Liga,383,Spain,athletic cllub bilbao,Pinnacle,386
real sociedad,La Liga,383,Spain,real sociedad,Pinnacle,387
valencia,La Liga,383,Spain,valencia,Pinnacle,388
betis,La Liga,383,Spain,real betis,Pinnacle,389
las palmas,La Liga,383,Spain,las palmas,Pinnacle,390
getafe,La Liga,383,Spain,getafe,Pinnacle,391
alaves,La Liga,383,Spain,alaves,Pinnacle,392
osasuna,La Liga,383,Spain,osasuna,Pinnacle,393
rayo vallecano,La Liga,383,Spain,rayo vallecano,Pinnacle,394
villarreal,La Liga,383,Spain,villarreal cf,Pinnacle,395
sevilla,La Liga,383,Spain,sevilla,Pinnacle,396
celta vigo,La Liga,383,Spain,celta vigo,Pinnacle,397
mallorca,La Liga,383,Spain,mallorca,Pinnacle,398
cadiz cf,La Liga,383,Spain,cadiz,Pinnacle,399
granada cf,La Liga,383,Spain,granada cf,Pinnacle,400
almeria,La Liga,383,Spain,almeria,Pinnacle,401
leganes,La Liga 2,384,Spain,leganes,Pinnacle,402
eibar,La Liga 2,384,Spain,eibar,Pinnacle,403
ferrol,La Liga 2,384,Spain,racing club ferrol,Pinnacle,404
espanyol,La Liga 2,384,Spain,espanyol,Pinnacle,405
valladolid,La Liga 2,384,Spain,real valladolid cf,Pinnacle,406
elche,La Liga 2,384,Spain,elche,Pinnacle,407
gijon,La Liga 2,384,Spain,gijon,Pinnacle,408
real oviedo,La Liga 2,384,Spain,real oviedo cf,Pinnacle,409
levante,La Liga 2,384,Spain,levante ud,Pinnacle,410
zaragoza,La Liga 2,384,Spain,real zaragoza,Pinnacle,411
racing santander,La Liga 2,384,Spain,racing santander,Pinnacle,412
burgos cf,La Liga 2,384,Spain,cd burgos,Pinnacle,413
eldense,La Liga 2,384,Spain,eldense,Pinnacle,414
mirandes,La Liga 2,384,Spain,mirandes,Pinnacle,415
tenerife,La Liga 2,384,Spain,tenerife,Pinnacle,416
huesca,La Liga 2,384,Spain,huesca,Pinnacle,417
albacete,La Liga 2,384,Spain,albacete,Pinnacle,418
fc cartagena sad,La Liga 2,384,Spain,fc cartagena,Pinnacle,419
villarreal b,La Liga 2,384,Spain,villarreal b,Pinnacle,420
alcorcon,La Liga 2,384,Spain,alcorcon,Pinnacle,421
andorra,La Liga 2,384,Spain,fc andorra,Pinnacle,422
amorebieta,La Liga 2,384,Spain,amorebieta,Pinnacle,423
