team_name,main_league,main_league_common_id,country,team_name_website,website,team_common_id
perth glory,A-League,347,Australia,perth glory,SkyBet,133
western united,A-League,347,Australia,western united fc,SkyBet,134
viborg,Superliga,348,Denmark,viborg ff,SkyBet,142
odense,Superliga,348,Denmark,odense bk,SkyBet,143
psg,Ligue 1,349,France,paris st germain,SkyBet,147
nice,Ligue 1,349,France,nice,SkyBet,148
brest,Ligue 1,349,France,brest,SkyBet,149
lille,Ligue 1,349,France,lille,SkyBet,150
monaco,Ligue 1,349,France,monaco,SkyBet,151
lens,Ligue 1,349,France,lens,SkyBet,152
reims,Ligue 1,349,France,stade reims,SkyBet,153
marseille,Ligue 1,349,France,marseille,SkyBet,154
rennes,Ligue 1,349,France,rennes,SkyBet,155
strasbourg,Ligue 1,349,France,rc strasbourg,SkyBet,156
le havre,Ligue 1,349,France,le havre ac,SkyBet,157
toulouse,Ligue 1,349,France,toulouse,SkyBet,158
montpellier,Ligue 1,349,France,montpellier,SkyBet,159
nantes,Ligue 1,349,France,nantes,SkyBet,160
lyon,Ligue 1,349,France,lyon,SkyBet,161
metz,Ligue 1,349,France,metz,SkyBet,162
lorient,Ligue 1,349,France,lorient,SkyBet,163
clermont,Ligue 1,349,France,clermont,SkyBet,164
angers,Ligue 2,350,France,angers sco,SkyBet,165
auxerre,Ligue 2,350,France,aj auxerre,SkyBet,166
grenoble,Ligue 2,350,France,grenoble foot,SkyBet,167
laval,Ligue 2,350,France,stade lavalois,SkyBet,168
pau fc,Ligue 2,350,France,pau,SkyBet,170
caen,Ligue 2,350,France,caen,SkyBet,171
ac ajaccio,Ligue 2,350,France,ac ajaccio,SkyBet,172
guingamp,Ligue 2,350,France,guingamp,SkyBet,173
paris fc,Ligue 2,350,France,paris fc,SkyBet,174
st etienne,Ligue 2,350,France,st etienne,SkyBet,175
rodez,Ligue 2,350,France,rodez,SkyBet,176
concarneau,Ligue 2,350,France,us concarneau,SkyBet,178
troyes,Ligue 2,350,France,troyes,SkyBet,179
bastia,Ligue 2,350,France,bastia,SkyBet,180
annecy,Ligue 2,350,France,annecy,SkyBet,181
dunkerque,Ligue 2,350,France,usl dunkerque,SkyBet,182
quevilly rouen,Ligue 2,350,France,quevilly-rouen metropole,SkyBet,183
valenciennes,Ligue 2,350,France,valenciennes fc,SkyBet,184
bayer leverkusen,Bundesliga,351,Germany,bayer leverkusen,SkyBet,185
bayern munich,Bundesliga,351,Germany,bayern munich,SkyBet,186
stuttgart,Bundesliga,351,Germany,stuttgart,SkyBet,187
dortmund,Bundesliga,351,Germany,dortmund,SkyBet,188
rb leipzig,Bundesliga,351,Germany,rb leipzig,SkyBet,189
eintracht frankfurt,Bundesliga,351,Germany,eintracht frankfurt,SkyBet,190
freiburg,Bundesliga,351,Germany,sc freiburg,SkyBet,191
hoffenheim,Bundesliga,351,Germany,1899 hoffenheim,SkyBet,192
werder bremen,Bundesliga,351,Germany,werder bremen,SkyBet,193
heidenheim,Bundesliga,351,Germany,1. fc heidenheim,SkyBet,194
wolfsburg,Bundesliga,351,Germany,wolfsburg,SkyBet,195
augsburg,Bundesliga,351,Germany,augsburg,SkyBet,196
borussia monchengladbach,Bundesliga,351,Germany,borussia monchengladbach,SkyBet,197
bochum,Bundesliga,351,Germany,vfl bochum,SkyBet,198
union berlin,Bundesliga,351,Germany,1. fc union berlin,SkyBet,199
fc koln,Bundesliga,351,Germany,1. fc koln,SkyBet,200
mainz,Bundesliga,351,Germany,mainz,SkyBet,201
darmstadt,Bundesliga,351,Germany,sv darmstadt 98,SkyBet,202
st. pauli,2. Bundesliga,352,Germany,fc st. pauli,SkyBet,203
hamburger sv,2. Bundesliga,352,Germany,hamburg,SkyBet,204
holstein kiel,2. Bundesliga,352,Germany,holstein kiel,SkyBet,205
greuther furth,2. Bundesliga,352,Germany,spvgg greuther furth,SkyBet,206
dusseldorf,2. Bundesliga,352,Germany,fortuna dusseldorf,SkyBet,207
hannover,2. Bundesliga,352,Germany,hannover,SkyBet,208
paderborn,2. Bundesliga,352,Germany,sc paderborn,SkyBet,209
karlsruher sc,2. Bundesliga,352,Germany,karlsruher sc,SkyBet,210
elversberg,2. Bundesliga,352,Germany,elversburg,SkyBet,211
nurnberg,2. Bundesliga,352,Germany,nurnberg,SkyBet,212
hertha berlin,2. Bundesliga,352,Germany,hertha berlin,SkyBet,213
wehen,2. Bundesliga,352,Germany,sv wehen wiesbaden,SkyBet,214
magdeburg,2. Bundesliga,352,Germany,fc magdeburg,SkyBet,215
schalke,2. Bundesliga,352,Germany,schalke,SkyBet,216
kaiserslautern,2. Bundesliga,352,Germany,kaiserslautern,SkyBet,217
hansa rostock,2. Bundesliga,352,Germany,hansa rostock,SkyBet,218
braunschweig,2. Bundesliga,352,Germany,eintracht braunschweig,SkyBet,219
vfl osnabruck,2. Bundesliga,352,Germany,osnabruck,SkyBet,220
inter,Serie A,353,Italy,inter,SkyBet,221
juventus,Serie A,353,Italy,juventus,SkyBet,222
ac milan,Serie A,353,Italy,milan,SkyBet,223
atalanta,Serie A,353,Italy,atalanta,SkyBet,224
as roma,Serie A,353,Italy,roma,SkyBet,225
bologna,Serie A,353,Italy,bologna,SkyBet,226
napoli,Serie A,353,Italy,napoli,SkyBet,227
fiorentina,Serie A,353,Italy,fiorentina,SkyBet,228
lazio,Serie A,353,Italy,lazio,SkyBet,229
torino,Serie A,353,Italy,torino,SkyBet,230
genoa,Serie A,353,Italy,genoa,SkyBet,231
monza,Serie A,353,Italy,monza,SkyBet,232
lecce,Serie A,353,Italy,lecce,SkyBet,233
forsinone,Serie A,353,Italy,frosinone,SkyBet,234
sassuolo,Serie A,353,Italy,sassuolo,SkyBet,235
udinese,Serie A,353,Italy,udinese,SkyBet,236
verona,Serie A,353,Italy,verona,SkyBet,237
cagliari,Serie A,353,Italy,cagliari,SkyBet,238
empoli,Serie A,353,Italy,empoli,SkyBet,239
salernitana,Serie A,353,Italy,salernitana,SkyBet,240
parma,Serie B,354,Italy,parma,SkyBet,241
cremonese,Serie B,354,Italy,cremonese,SkyBet,242
como,Serie B,354,Italy,como,SkyBet,243
venezia,Serie B,354,Italy,venezia,SkyBet,244
palermo,Serie B,354,Italy,palermo,SkyBet,245
cittadella,Serie B,354,Italy,cittadella,SkyBet,246
catanzaro,Serie B,354,Italy,catanzaro,SkyBet,247
brescia,Serie B,354,Italy,brescia,SkyBet,248
modena,Serie B,354,Italy,modena,SkyBet,249
reggiana,Serie B,354,Italy,reggio audace f.c.,SkyBet,250
cosenza,Serie B,354,Italy,cosenza,SkyBet,251
sudtirol,Serie B,354,Italy,sudtirol,SkyBet,252
pisa,Serie B,354,Italy,pisa,SkyBet,253
sampdoria,Serie B,354,Italy,sampdoria,SkyBet,254
bari,Serie B,354,Italy,bari,SkyBet,255
ascoli,Serie B,354,Italy,ascoli,SkyBet,256
ternana,Serie B,354,Italy,ternana,SkyBet,257
feralpisalo,Serie B,354,Italy,feralpisalo,SkyBet,258
spezia,Serie B,354,Italy,spezia,SkyBet,259
lecco,Serie B,354,Italy,lecco,SkyBet,260
psv,Eredivisie,357,Netherlands,psv eindhoven,SkyBet,301
feyenoord,Eredivisie,357,Netherlands,feyenoord,SkyBet,302
az alkmaar,Eredivisie,357,Netherlands,az alkmaar,SkyBet,304
ajax,Eredivisie,357,Netherlands,ajax,SkyBet,305
g.a. eagles,Eredivisie,357,Netherlands,go ahead eagles,SkyBet,306
zwolle,Eredivisie,357,Netherlands,fc zwolle,SkyBet,308
sparta rotterdam,Eredivisie,357,Netherlands,sparta rotterdam,SkyBet,309
sittard,Eredivisie,357,Netherlands,fortuna sittard,SkyBet,310
almere city,Eredivisie,357,Netherlands,almere city,SkyBet,312
heerenveen,Eredivisie,357,Netherlands,heerenveen,SkyBet,313
excelsior,Eredivisie,357,Netherlands,excelsior,SkyBet,314
heracles,Eredivisie,357,Netherlands,heracles almelo,SkyBet,315
willem ii,Eerste Divisie,358,Netherlands,willem ii,SkyBet,319
den haag,Eerste Divisie,358,Netherlands,ado den haag,SkyBet,320
roda,Eerste Divisie,358,Netherlands,roda jc,SkyBet,321
de graafschap,Eerste Divisie,358,Netherlands,de graagschap,SkyBet,322
dordrecht,Eerste Divisie,358,Netherlands,dordrecht,SkyBet,323
groningen,Eerste Divisie,358,Netherlands,groningen,SkyBet,324
venlo,Eerste Divisie,358,Netherlands,vvv-venlo,SkyBet,325
cambuur,Eerste Divisie,358,Netherlands,cambuur leeuwarden,SkyBet,326
nac breda,Eerste Divisie,358,Netherlands,nac breda,SkyBet,327
maastricht,Eerste Divisie,358,Netherlands,mvv maastricht,SkyBet,328
jong az,Eerste Divisie,358,Netherlands,jong az alkmaar,SkyBet,329
fc emmen,Eerste Divisie,358,Netherlands,emmen,SkyBet,330
eindhoven fc,Eerste Divisie,358,Netherlands,fc eindhoven,SkyBet,331
helmond,Eerste Divisie,358,Netherlands,helmond sport,SkyBet,332
jong ajax,Eerste Divisie,358,Netherlands,jong ajax,SkyBet,333
jong psv,Eerste Divisie,358,Netherlands,,SkyBet,334
jong utrecht,Eerste Divisie,358,Netherlands,jong fc utrecht,SkyBet,335
den bosch,Eerste Divisie,358,Netherlands,den bosch,SkyBet,336
oss,Eerste Divisie,358,Netherlands,top oss,SkyBet,337
telstar,Eerste Divisie,358,Netherlands,telstar,SkyBet,338
benfica,Liga Portugal,365,Portugal,benfica,SkyBet,339
sporting cp,Liga Portugal,365,Portugal,sporting cp,SkyBet,340
fc porto,Liga Portugal,365,Portugal,porto,SkyBet,341
braga,Liga Portugal,365,Portugal,braga,SkyBet,342
vitoria guimaraes,Liga Portugal,365,Portugal,vitoria guimaraes,SkyBet,343
arouca,Liga Portugal,365,Portugal,futebol clube de arouca,SkyBet,346
gil vicente,Liga Portugal,365,Portugal,gil vicente,SkyBet,348
boavista,Liga Portugal,365,Portugal,boavista fc,SkyBet,349
portimonense,Liga Portugal,365,Portugal,portimonense,SkyBet,350
estrela,Liga Portugal,365,Portugal,club football estrela,SkyBet,354
chaves,Liga Portugal,365,Portugal,gd chaves,SkyBet,355
vizela,Liga Portugal,365,Portugal,vizela,SkyBet,356
